id;pitch_bigrams_values
HankMobley_SoulStation_FINAL.sv;63,63:60,63:68,67:65,63:67,65:63,65:67,68:67,63:63,68:66,63:63,60:70,72:63,58:63,61:63,67:72,70:68,70:70,68:65,67:63,62:65,66:66,67:68,65:58,56:60,58:58,63:68,63:68,66:65,64:61,60:69,68:67,70:67,69:70,67:68,68:62,63:72,71:71,70:65,68:70,69:58,60:65,60:63,66:61,58:56,55:72,67:59,60:62,60:56,63:64,67:67,64:64,65:67,66:55,58:69,70:61,63:63,59:70,66:66,65:58,55:60,62:67,72:64,61:58,57:63,72:70,70:61,62:62,61:61,66:67,67:65,65:65,61:70,63:55,63:63,55:61,65:55,56:56,57:57,60:62,67:65,62:63,57:72,65:63,56:59,58:57,63:72,68:62,65:73,72:69,65:66,62:64,60:63,53:53,55:66,68:62,64:71,73:69,67:68,69:63,70:60,65:64,63:60,61:56,70:58,61:60,68:63,69:57,59:59,62:56,59:56,51:51,54:54,72:67,56:56,67:62,59:61,67:72,63:63,74:74,72:65,72:70,75:75,72:72,73:66,72:71,67:60,56:57,58:58,67:63,64:62,70:55,60:55,65:70,65:68,60:67,71:70,71:73,71:73,70:62,66:66,61:60,64:65,59:59,61:61,68:61,64:58,58:65,70:69,62:60,60:60,67:66,64:64,59:55,57:58,62:57,53:53,56:55,51:51,44:44,51:51,56:56,58:58,59:63,75:75,74:74,73:62,72:64,68:63,71:71,72:72,69:57,67:67,57:57,56:56,66:66,66:59,63:56,60
JoeHenderson_In'NOut-1_FINAL.sv;63,65:65,63:65,67:62,63:65,62:69,65:72,69:63,62:61,60:62,65:65,65:67,63:55,57:60,62:68,65:60,58:63,60:64,65:68,66:67,65:70,68:63,61:61,59:65,61:62,61:67,68:53,55:58,55:67,67:72,72:62,72:65,60:64,63:57,60:67,66:65,64:58,60:65,68:62,64:65,70:64,61:66,64:56,54:55,53:58,56:60,65:69,67:69,70:63,64:61,58:60,63:63,67:61,62:66,65:67,70:70,67:67,69:67,64:60,61:61,63:54,55:65,69:57,53:59,58:66,63:68,69:68,67:52,55:55,52:53,50:63,72:65,72:55,56:53,51:66,67:60,59:66,61:71,69:56,57:71,72:58,57:50,52:64,67:72,65:55,61:57,48:51,55:58,62:72,68:70,65:53,56:49,48:59,63:72,70:66,62:60,56:60,60:60,67:52,53:59,65:50,53:73,71:68,71:70,71:69,66:69,68:62,59:57,45:57,58:57,55:64,66:59,60:61,64:59,54:61,66:48,51:55,54:54,57:60,72:72,75:75,72:59,53:54,53:51,49:48,47:53,58:67,62:56,55:65,66:68,72:64,68:56,62:62,60:66,71:70,69:69,72:70,66:53,52:56,58:64,72:74,73:71,68:62,68:66,68:66,69:60,66:64,62:45,50:57,57:48,50:55,58:58,61:72,73:73,74:71,70:58,59:66,60:58,63:61,61:60,57:55,51:52,49:48,48:48,55:59,62:63,63:74,77:58,64:55,66:66,53:62,58:69,75:75,74:74,74:74,60:68,70:53,54:54,50:50,56:56,53:47,46:46,55:63,58:51,63:68,63:63,59:59,71:61,68:62,67:68,68:60,68:59,67:60,69:57,50:50,55:55,50:50,51:51,53:69,74:71,66:66,70:61,67:64,64:65,45:45,53:45,48:48,53:52,54:54,63:63,66:74,75:72,60:47,55:59,61:68,61:66,59:60,64:68,64:55,64:65,55:57,64:65,56:56,59:69,69:61,65:59,59:50,54:69,73:62,66:51,46:46,45:45,47:47,48:64,69:56,60:50,59:59,55:52,48:50,66:54,62:70,72:65,58:65,57:56,61:61,72:75,75:75,76:76,77:77,81:81,74:77,74:77,70:72,81:81,78:78,81:81,82:82,75:75,77:77,73:73,70:64,70:70,73:73,72:66,66:57,63:59,56:54,56:54,48:48,57:57,59:53,57:57,54:54,52:49,50:51,52:52,63:58,58:67,72:72,71
JoeHenderson_In'NOut-2_FINAL.sv;68,69:62,63:63,65:69,65:68,65:65,63:65,68:65,67:67,68:75,72:58,60:60,62:65,60:63,61:60,58:65,62:69,67:63,62:59,58:67,62:58,55:55,56:65,65:63,60:60,57:56,57:65,64:61,60:60,59:55,57:53,55:72,65:69,68:60,68:63,68:63,67:67,65:67,63:62,60:62,65:61,59:70,68:62,61:64,63:68,66:57,56:65,69:55,52:52,53:57,58:57,53:65,61:62,64:67,66:66,63:58,62:72,72:50,51:68,70:72,77:77,75:58,57:68,72:62,58:56,65:64,62:61,63:66,68:68,64:64,61:57,48:70,69:64,67:67,64:64,65:69,70:65,70:70,65:65,71:65,72:68,60:60,63:55,63:57,54:54,55:62,67:67,67:71,72:72,68:66,64:64,68:68,67:61,58:72,71:82,75:72,83:57,60:56,58:53,50:61,62:62,69:70,66:72,67:72,73:66,65:57,65:57,55:57,57:57,61:61,65:65,66:59,55:48,50:50,52:52,55:53,56:53,58:67,73:73,72:72,70:69,62:67,69:56,53:53,72:71,65:58,56:56,56:67,70:58,54:54,57:55,58:48,51:51,55:55,62:59,50:51,54:54,53:53,51:51,48:48,46:46,46:46,56:57,67:60,60:61,67:61,66:66,67:58,63:59,60:59,54:54,59:59,53:53,54:54,56:56,72:72,75:71,75:72,82:83,75:83,82:63,64:64,69:60,55:60,65:63,59:59,64:64,64:51,53:66,69:64,58:58,67:67,61:69,71:71,70:60,72:73,75:73,74:74,70:70,72:56,55:55,54:54,50:50,53:57,59:58,53:51,57
JoeHenderson_JohnnyComeLately_FINAL.sv;58,55:69,67:67,65:67,69:70,67:67,66:63,62:60,62:64,65:65,64:62,64:69,70:72,70:62,60:60,58:55,53:65,67:70,72:66,67:62,63:55,60:56,54:65,62:64,62:70,69:62,58:54,58:57,55:67,62:56,55:67,68:61,59:58,54:55,57:68,67:65,63:60,63:63,60:58,57:54,55:63,58:65,66:66,65:57,54:55,56:58,60:62,65:57,58:66,69:66,62:62,67:62,61:55,50:56,58:68,70:63,61:66,64:53,51:64,66:64,63:64,67:68,64:59,56:53,55:55,55:67,64:64,69:69,66:67,70:61,60:50,53:58,56:63,65:67,63:63,64:65,65:54,57:68,72:66,68:66,63:53,54:60,64:64,68:64,60:60,65:74,70:65,61:58,63:61,56:55,54:54,56:66,70:59,63:54,51:68,69:55,61:52,53:64,61:61,65:63,66:53,57:50,57:55,58:66,66:56,64:72,69:53,58:55,62:60,66:53,50:50,58:60,61:59,54:54,53:53,69:69,68:68,66:61,66:64,58:58,53:58,64:51,49:49,47:47,46:46,44:44,55:50,48:48,50:50,70:62,57:57,60:65,58:58,73:73,74:61,58:54,49:49,45:45,56:58,59:59,64:70,73:73,71:71,67:66,61:51,48:48,56:51,44:44,68:70,68:67,56:61,62:62,56:54,52:51,71:71,72:63,68:59,58:62,66:68,65:69,64:60,57:57,68:62,69:62,68:55,52:52,50:53,68:64,45:45,46:46,49:49,50:58,62:65,69:69,72:72,73:73,77:77,74:57,56:51,50:50,52:52,55:53,52:53,56:56,60:50,56:55,70:70,74:74,68:72,66:68,63:62,59:54,62:61,57:57,61:60,56:57,57:58,61:69,71:71,70:70,71:71,68:56,63:54,50:55,66:67,67:63,63:62,62:60,60
JoeHenderson_Punjab_FINAL.sv;65,63:68,66:70,68:63,62:67,65:66,64:70,70:58,59:63,61:58,56:61,59:56,58:62,60:68,70:68,67:54,56:71,69:59,58:58,55:63,65:66,65:63,67:69,68:64,70:60,58:59,56:64,66:56,52:56,54:71,68:62,65:65,67:67,63:69,71:73,73:66,68:68,64:66,61:59,61:67,68:65,62:64,62:69,66:55,56:60,63:70,71:71,70:61,64:58,54:52,54:60,57:68,71:64,63:66,63:54,55:68,63:62,58:51,53:69,67:62,63:65,66:55,57:70,67:63,70:62,68:54,52:61,62:62,66:62,61:47,51:54,58:61,60:66,67:67,66:51,58:63,66:67,62:60,65:55,54:53,55:56,59:58,58:55,58:67,69:65,68:58,63:52,51:51,49:68,69:66,69:66,62:46,47:51,54:59,60:59,54:70,66:63,60:55,51:57,53:64,68:61,68:70,63:63,58:61,70:55,53:55,55:53,56:56,63:52,52:57,54:59,64:63,64:64,61:59,62:62,69:60,62:65,65:53,51:51,46:68,65:57,58:58,62:71,73:73,71:49,48:52,53:65,64:60,59:57,55:48,51:57,60:70,74:74,72:72,67:69,65:67,70:69,73:73,76:76,73:73,69:58,46:65,70:55,70:54,51:56,68:64,59:61,56:54,49:49,52:64,67:56,55:51,60:53,50:50,58:56,60:63,55:55,62:57,47:51,55:54,57:57,61:58,72:72,73:73,66:58,67:53,59:56,53:54,53:52,47:47,52:52,57:54,59:66,71:62,64:69,60:63,63:53,69:62,59:59,71:61,71:59,53:53,53:46,44:44,58:52,64:64,69:63,69:60,55:57,48:48,63:53,60:54,50:50,56:56,70:48,50:50,51:60,66:66,70:63,59:59,65:70,58:59,52:53,68:70,73:73,68:68,73:67,71:71,72:72,69:59,57:61,66:66,59:51,52:52,58:58,51:62,70:71,71:73,79:79,75:75,71:56,51:49,51:61,63:58,44:44,55:55,52:52,48:70,69:65,61:64,65:62,67:52,49:49,54:53,54:58,57:66,56:56,57:59,69
JoeHenderson_Serenity_FINAL.sv;67,66:67,68:66,67:65,63:67,65:68,67:61,59:55,53:56,55:58,59:60,58:63,61:68,66:62,60:58,55:63,67:58,56:53,51:55,56:59,58:67,70:70,67:60,55:56,58:59,61:64,65:65,64:64,62:63,62:66,64:66,63:61,62:66,65:74,72:59,56:56,60:70,71:60,63:59,67:63,60:51,50:51,56:63,66:62,61:54,56:56,57:59,54:54,52:74,75:72,68:68,65:55,51:50,48:65,68:68,70:67,62:51,53:56,51:66,66:62,64:70,68:64,63:63,59:60,61:61,58:52,50:61,63:58,54:57,53:53,55:56,59:52,51:51,67:75,74:71,72:48,47:55,67:61,65:71,67:67,64:62,65:65,66:55,59:54,51:62,59:61,60:51,47:53,56:51,58:58,57:57,56:66,69:71,68:51,54:47,46:44,58:62,63:63,65:71,70:54,55:75,73:72,73:64,61:62,66:69,67:59,57:55,57:57,60:67,63:65,67:68,63:59,55:55,52:50,49:49,60:60,56:56,53:50,61:53,50:50,51:51,60:58,64:68,68:67,74:72,71:60,59:47,50:50,56:68,72:72,58:58,71:61,72:62,72:67,67:56,62:59,53:53,54:54,61:47,47:47,51:53,67:66,68:61,57:57,67:53,66:69,66:68,59:46,45:45,44:65,69:69,71:71,76:76,77:77,76:76,75:72,70:67,69:69,60:60,68:59,70:56,54:68,74:73,74:73,71:55,55:51,46:46,44:59,62:66,62:64,56:60,67:65,62:55,63:63,58:59,60:60,62:56,64:65,72:72,69:57,55:55,54:46,58:59,66:63,63:63,68:53,62:53,58:58,60:57,58:58,51:65,65:65,61:66,61:58,66:65,60:62,58:48,46:46,67:67,72:72,74:74,67:67,71:71,74:73,70:70,69:69,70:64,59:56,56:70,74:72,67:66,71:73,69:69,68:57,54:63,56
JoeHenderson_TheSidewinder_FINAL.sv;66,63:63,68:68,67:67,68:63,66:63,61:66,67:68,66:67,66:61,58:67,63:63,65:63,63:61,63:70,63:58,61:72,68:68,69:69,70:58,63:58,56:54,55:60,63:58,51:51,54:66,66:65,67:65,63:56,54:55,56:56,57:57,58:54,56:68,71:71,72:63,62:56,55:55,58:56,58:68,70:61,60:56,60:51,51:68,65:65,60:62,60:60,64:65,66:58,54:55,51:68,68:66,65:62,61:60,59:59,58:58,57:57,56:55,54:54,53:65,62:73,70:63,67:51,56:54,51:70,69:62,63:60,58:56,59:51,53:53,55:67,70:75,73:63,73:73,72:67,65:59,60:61,59:55,53:53,51:51,55:65,58:51,68:66,68:70,68:68,63:53,52:52,51:51,50:50,53:53,56:56,56:62,65:65,68:68,73:63,58:70,65:51,49:49,51:51,63:69,51:54,44:44,56:59,63:65,65:56,51:70,75:69,68:68,60:60,67:64,66:66,62:58,58:58,68:68,72:72,75:75,79:79,78:78,73:73,75:73,73:73,68:70,66:65,64:64,63:61,56:59,56:58,53:53,54:61,66:66,64:64,61:60,60:60,65:67,72:64,60:64,62:60,55:53,58:56,63
JoeHenderson_TotemPole_FINAL.sv;72,72:58,56:65,63:68,66:61,60:61,59:56,54:56,58:65,62:62,60:63,61:64,68:60,60:72,70:69,65:54,56:63,65:60,58:67,65:58,60:62,61:62,63:53,54:71,71:69,68:63,62:65,67:63,60:58,57:54,53:60,69:63,67:58,61:53,51:68,59:59,64:60,61:70,68:66,68:68,70:70,69:71,69:59,58:54,58:66,65:68,69:70,72:57,53:65,61:67,70:50,51:67,68:66,64:64,65:60,62:70,66:66,62:67,63:60,57:51,50:56,57:59,61:61,62:62,64:62,65:61,58:61,63:51,53:57,58:58,54:61,64:68,67:67,66:65,64:54,50:65,69:69,67:65,68:70,70:66,63:63,69:69,72:59,62:58,58:54,51:69,70:58,63:65,66:57,59:64,66:69,71:65,65:70,65:61,65:55,56:56,60:60,63:68,63:60,67:51,56:64,63:56,55:51,54:69,60:60,65:62,58:56,52:52,56:63,70:73,71:59,57:56,63:64,61:61,56:53,64:58,70:65,71:51,69:66,58:57,65:53,55:55,51:50,54:68,62:62,66:61,72:61,61:61,68:68,61:58,59:60,55:59,50:56,53:53,58:66,67:60,59:57,56:55,54:50,49:49,48:48,47:47,46:46,58:58,53:58,62:63,63:63,68:68,58:57,57:53,53:51,51:51,48:48,60:54,66:72,68:60,66:66,71:71,70:68,64:64,59:52,46:46,47:47,52:57,60:67,62:70,74:74,72:72,67:70,67:69,73:73,69:66,73:51,67:67,53:54,54:60,53:53,56:64,67:64,62:64,71:71,64:64,56:63,59:59,59:59,63:59,56:57,64:68,73:71,68:70,63:70,75:75,75:75,77:77,77:77,75:75,73:73,72:57,48:48,51:50,52:52,54:56,59:66,61:59,54:50,53:53,50:54,57
JoeHenderson_U.M.M.G._FINAL.sv;63,61:56,54:58,59:63,62:70,68:68,66:64,63:71,72:56,58:66,65:65,64:62,61:54,56:64,60:61,60:54,53:53,51:61,59:63,66:56,57:72,71:66,64:67,65:60,63:60,58:57,56:58,56:55,56:67,68:70,71:68,63:59,56:62,63:58,54:61,63:65,60:60,62:62,58:61,58:51,49:49,51:51,58:59,61:61,64:68,70:68,64:59,58:56,53:53,56:59,63:66,73:73,71:66,67:68,68:60,57:57,55:51,50:61,70:71,70:58,60:60,61:64,65:68,67:65,70:60,67:56,55:65,67:67,64:63,63:63,68:70,63:66,68:61,62:67,66:54,50:52,48:72,67:63,60:58,61:59,60:60,72:72,70:68,65:65,63:58,57:58,58:64,68:64,61:53,55:71,66:66,61:55,63:50,61:57,58:64,67:67,72:72,76:76,83:83,70:70,79:79,70:71,69:69,66:65,66:72,69:69,68:59,57:57,52:52,68:70,67:68,60:62,64:67,71:71,67:51,53:56,61:68,72:72,73:73,70:65,68:61,65:65,72:72,68:50,53:53,49:49,53:51,56:50,52:48,44:44,56:53,54:58,63:61,71:64,62:62,60:55,53:53,52:52,54:54,70:63,65:63,59:59,66:61,56:54,52:52,51:63,58:56,59:59,51:50,50:50,56:57,49:49,48:48,68:68,61:61,72:60,64:60,60:60,55:55,52:52,55:55,51:51,52:48,50:50,48:48,59
JoeLovano_BodyAndSoul-1_FINAL.sv;63,65:65,66:61,63:65,63:66,68:65,64:63,61:64,65:57,58:66,67:64,63:68,65:68,70:51,53:53,51:58,56:61,58:69,71:71,69:67,66:72,70:66,64:60,58:63,60:67,69:63,63:69,66:62,65:62,63:60,61:64,62:58,61:53,54:66,65:65,68:50,51:56,53:64,60:60,56:61,57:63,58:60,63:63,62:57,60:73,74:73,72:70,73:58,60:62,64:55,56:56,58:65,60:63,64:67,71:66,61:69,67:65,65:56,56:55,57:60,64:69,65:59,64:58,59:60,57:65,71:71,73:58,53:70,69:54,58:64,66:58,63:56,55:64,67:61,64:62,59:54,53:66,66:62,61:61,59:70,68:71,64:61,65:63,66:71,72:72,68:75,72:57,53:61,62:64,69:58,62:52,53:74,71:71,67:53,52:56,57:70,66:65,62:70,72:52,54:53,56:71,66:57,61:59,57:58,54:57,55:55,54:68,66:61,60:58,57:70,65:63,68:70,71:72,75:67,68:56,63:69,72:72,73:64,61:57,57:65,69:53,57:53,55:65,61:67,65:64,58:52,55:59,60:68,71:75,73:68,62:69,70:67,63:56,64:53,53:46,50:51,56:56,52:58,55:54,57:57,54:54,49:54,51:56,54:51,50:54,50:50,47:58,58:64,71:56,60:59,55:52,57:54,55:57,64:68,72:68,69:60,55:55,58:66,69:73,69:66,71:59,61:50,52:57,59:59,59:67,67:71,74:52,46:49,52:51,52:55,59:59,56:60,67:65,70:52,50:50,53:54,60:56,65:58,73:73,75:63,67:68,67:71,75:75,76:73,71:53,48:48,46:46,44:72,65:74,75:54,52:68,68:73,70:62,56:71,70:59,62:59,58:52,48:51,51:53,46:51,58:53,50:60,62:59,54:49,59:54,70:60,60:56,51:54,56:50,54:47,50:47,46:46,53:51,54:58,65:58,70:61,72:53,59:55,52:57,52:64,59:55,66:72,67:62,60:53,58:70,64:65,56:64,64:62,57:70,61:67,59:74,67:71,65:65,67:46,52:46,45:45,45:45,47:47,49:55,50:64,68:69,64:67,55:55,67:66,62:53,49:49,50:51,46:46,58:52,52:60,59:69,61:53,60:62,68:63,56:58,69:69,63:76,73:44,50:66,53:72,71:66,56:68,61:62,58:51,62:73,68:68,63:76,74:67,64:72,74:75,75:65,72:74,66:61,67:44,71:69,73:73,45:45,46:55,53:71,61:56,59:74,76:76,71:74,69:67,62:64,56:59,52:58,64:68,74:74,70:71,62:63,71:69,68:66,63:70,70:66,60:48,54:48,45:45,44:44,56:68,64:72,69:73,73:68,73:71,68
JoeLovano_BodyAndSoul-2_FINAL.sv;51,53:53,51:68,65:64,66:69,71:71,73:69,72:72,73:69,66:65,66:71,69:66,68:63,65:68,68:61,63:57,55:61,57:57,64:66,69:73,69:69,69:66,65:64,62:66,67:67,69:69,70:70,72:70,69:66,64:57,56:56,57:57,54:55,57:64,65:73,70:65,63:61,60:60,63:65,68:72,68:68,71:67,68:60,61:63,67:60,58:63,60:54,57:55,61:66,61:61,64:62,64:66,66:72,69:73,67:67,66:64,69:64,61:55,53:53,55:55,55:55,52:52,50:50,47:47,50:50,45:45,57:54,55:57,58:58,64:65,69:70,65:65,70:69,64:64,67:67,65:65,57:62,59:59,55:55,54:54,53:53,58:58,51:51,50:50,51:51,46:46,55:55,58:58,50:50,52:52,54:54,58:58,57:56,60:60,56:56,58:58,60:60,64:68,72:72,66:63,61:68,70:73,71:73,75:75,70:70,73:70,66:65,60:71,67:68,69:69,60:67,64:65,64:64,63:63,69:69,65:65,61:58,53:53,56:57,63:58,55:55,51:51,55:54,51:51,48:48,46:46,45:45,63:65,58:58,61:61,61:69,75:75,71:69,68:65,72:68,66:66,58:58,65:63,64:64,60
JoeLovano_CentralParkWest_FINAL.sv;63,61:61,63:66,68:66,63:68,70:70,68:71,73:68,71:68,66:68,67:71,75:73,71:70,66:63,66:72,72:74,73:75,73:69,66:70,69:64,66:78,76:76,74:67,65:59,63:71,66:58,59:61,62:73,75:61,58:73,70:62,66:69,70:72,71:71,70:63,64:62,61:62,64:75,70:75,76:76,78:65,64:70,71:66,66:68,63:63,67:74,72:73,78:63,58:58,56:51,49:67,68:79,75:73,72:71,69:66,64:65,68:61,59:63,59:66,73:73,74:73,69:69,71:66,69:55,58:60,63:67,70:70,72:72,74:77,76:69,68:64,63:63,63:75,74:68,73:59,61:66,62:66,71:63,68:74,78:64,62:63,65:68,72:65,63:62,60:67,69:69,74:78,75:75,78:59,59:59,58:59,62:72,60:69,67:61,66:74,69:66,59:59,64:64,61:57,54:58,60:74,76:76,72:72,69:70,74:71,76:76,70:73,68:54,57:56,58:61,61:70,75:75,68:78,79:76,75:69,73:63,62:62,69:72,75:61,60:60,58:58,62:60,62:64,65:65,69:72,70:69,79:75,71:72,73:73,66:66,61:58,54:54,54:54,56:56,59:76,68:63,70:60,59:54,62:67,66:75,79:75,72:60,69:59,66:78,80:70,76:66,67:67,63:69,62:61,57:54,55:76,77:68,64:66,75:66,54:57,58:74,75:70,63:58,63:58,51:49,68:68,61:68,68:76,76:58,71:69,64:62,63:65,60:71,72:72,65:65,67:58,55:64,60:64,67:74,65:79,76:76,80:80,78:75,75:74,66:66,76:64,69:56,54:54,61:75,67:65,66:64,59:59,60:59,68:70,70:58,58:58,50:50,52:52,54:62,54:57,59:66,74:66,65:68,75:60,72:59,51:51,52:52,57:54,59:59,57:57,61:61,69:76,71:75,66:56,61:66,58:80,75:78,78:80,73:73,73:78,70:67,59:69,61:64,77:73,65:70,65:63,60:60,54:54,58:58,53:53,55:62,65:65,70:79,77:64,68:58,57:57,55:55,56:61,68:61,51:49,51:49,54:60,61:62,67:69,63:78,73:70,73:56,51
JoeLovano_ConAlma_FINAL.sv;65,64:66,63:68,67:56,54:67,68:66,65:54,51:63,61:62,60:67,65:64,66:64,62:59,56:61,58:68,66:67,66:65,67:62,63:63,66:51,56:60,58:60,59:71,68:63,64:74,72:60,61:64,65:72,70:70,68:67,64:70,67:58,60:61,63:63,63:63,65:53,52:66,64:61,59:64,63:63,62:68,65:54,52:60,65:60,63:73,71:68,69:65,63:52,53:53,55:56,58:59,60:68,70:63,59:61,56:65,60:58,63:58,56:56,53:53,51:51,48:57,60:61,61:65,68:55,53:66,71:64,68:58,55:55,54:51,53:52,51:65,61:70,74:72,71:64,67:63,60:65,66:71,71:71,69:69,68:63,68:66,66:73,70:52,54:69,70:56,63:67,71:71,74:74,71:71,67:55,52:55,56:58,59:61,62:62,64:70,72:54,61:54,67:65,70:67,62:62,67:48,51:48,53:53,57:60,60:65,65:67,67:64,59:59,55:55,62:59,57:57,55:52,66:64,61:56,56:51,74:59,58:53,54:54,56:58,62:62,65:70,66:58,57:57,63:56,57:60,57:57,58:63,72:72,68:65,62:62,70:70,70:56,55:55,59:59,62:60,64:65,69:69,67:67,74:72,67:67,63:66,60:63,74:74,75:75,74:74,73:68,63:69,71:71,78:78,76:76,75:75,73:66,73:70,73:52,65:68,72:68,60:63,67:63,70:71,66:66,61:51,52:66,67:70,71:71,73:51,54:54,57:57,61:61,65:66,68:63,57:57,65:58,65:64,64
JoeLovano_LittleWillieLeapsIn_FINAL.sv;64,62:65,64:67,67:62,60:57,58:64,65:53,52:58,60:67,65:56,57:69,65:55,53:69,67:65,67:60,58:66,65:62,64:70,69:69,70:60,57:58,57:60,59:55,56:57,55:67,66:58,55:57,56:61,62:67,69:65,69:64,67:67,64:52,53:60,61:62,61:54,53:68,69:60,62:55,54:53,55:55,57:72,69:52,55:65,60:63,64:60,60:57,60:54,55:53,50:61,58:65,62:58,62:64,60:56,53:74,72:53,57:60,65:57,53:62,58:59,56:61,60:71,69:69,68:59,57:68,67:62,69:69,71:57,62:55,58:53,54:61,64:59,58:70,67:55,52:69,72:67,68:60,56:56,58:56,55:61,63:62,67:64,61:62,65:60,64:68,66:65,63:52,54:72,70:65,68:50,52:58,61:65,66:59,60:62,57:72,71:63,61:58,64:56,54:50,53:52,50:66,67:62,63:48,50:57,59:64,69:53,51:66,70:70,66:66,64:58,56:70,68:54,52:58,63:71,75:75,73:62,56:69,66:63,62:46,45:46,50:71,76:71,70:50,49:52,57:65,72:54,57:56,59:64,64:62,68:60,67:54,50:57,54:67,62:50,55:59,61:58,59:63,65:68,65:52,60:61,57:64,63:50,59:56,52:57,61:70,71:73,68:69,61:53,58:69,69:50,48:48,46:71,73:73,74:66,71:71,66:58,68:54,58:51,46:53,56:56,60:60,55:65,65:73,72:51,52:59,64:69,74:64,68:61,59:73,71:67,70:49,48:50,46:45,50:66,62:55,64:53,60:44,46:45,48:49,50:56,64:69,64:51,53:57,52:50,56:58,54:54,61:68,59:50,57:67,72:72,67:62,74:61,65:57,51:51,62:58,58:53,53:54,60:52,64:55,55:57,50:66,68:68,70:64,72:57,74:52,74:50,74:57,64:52,48:48,49:49,53:57,47:47,65:65,53:62,55:70,65:60,68:63,66:45,46:74,69:64,58:68,68:69,48:57,44:44,50:50,45:45,51:53,49:49,51:51,54:54,56:48,55:57,71:59,55:55,63:63,57:64,66:76,71:71,67:69,60:63,70:68,58:57,73:59,54:52,62:62,62:62,59:67,60:69,59:60,69:69,62:74,71:68,71:68,63:52,67:75,72:72,73:72,72:67,71:65,61:61,55:51,49:46,44:44,44:44,51:50,54:48,53:70,74:72,60:65,70:50,62:64,57:66,61:59,67:57,66:56,62:52,45:46,47:47,56:56,44:48,52:52,49:64,56:76,81:81,82:82,80:80,79:79,77:77,75:64,74:66,69:54,46:46,53:52,59:53,48:71,72:65,74:74,73:49,54:50,51:51,50:50,44:46,51:76,45:74,76:76,74:64,70:59,62:58,48
JoeLovano_Lonnie'sLament-1_FINAL.sv;63,65:60,63:65,63:63,62:62,60:62,63:67,65:63,60:60,58:63,67:65,67:53,51:58,62:67,63:67,66:62,65:70,67:68,67:71,67:65,65:67,71:65,62:55,58:65,64:71,69:65,60:58,60:67,70:51,53:65,66:64,65:60,59:79,77:77,75:77,77:74,71:58,55:66,67:68,66:71,75:66,64:66,63:55,53:57,56:51,50:59,57:63,63:70,71:71,72:58,56:56,55:69,68:59,62:60,60:60,62:72,71:75,74:69,65:69,71:68,71:66,65:55,57:75,73:63,66:51,48:71,66:66,70:62,58:71,74:66,62:62,59:66,68:65,61:54,56:54,58:67,68:72,75:74,72:71,68:63,59:59,55:58,57:57,55:54,55:57,54:54,53:50,51:64,68:62,61:58,63:56,53:57,62:81,79:80,79:61,63:72,70:67,62:61,59:73,71:70,65:56,58:52,55:55,51:66,69:75,77:77,79:51,49:49,51:70,70:72,73:55,55:63,72:71,70:59,60:53,55:56,54:52,54:48,51:51,54:56,60:65,69:75,71:67,69:69,74:64,66:53,52:53,50:56,63:63,58:58,59:61,62:63,64:61,58:54,57:49,53:75,72:79,82:82,79:82,80:70,66:63,68:64,62:64,61:58,54:65,70:51,55:63,61:44,46:53,58:80,77:73,72:72,69:79,79:79,81:69,67:58,51:57,58:48,50:50,48:73,74:55,67:74,65:72,62:63,57:57,67:74,67:58,53:55,62:70,69:67,64:61,54:58,52:54,48:67,72:55,54:52,53:51,52:55,56:56,56:59,61:62,64:68,70:64,63:58,58:63,55:50,54:53,49:50,57:62,57:57,65:65,68:70,75:72,81:79,83:83,82:82,78:78,79:77,82:73,70:68,65:67,74:74,74:67,67:64,67:62,66:59,58:53,70:68,63:61,56:55,52:55,60:57,63:48,45:45,46:46,50:50,45:45,50:50,53:62,55:75,79:79,80:80,82:82,44:46,51:63,56:66,75:75,70:70,84:84,80:69,63:63,80:79,86:86,77:77,84:84,86:86,84:84,82:74,75:69,72:81,82:82,81:79,75:75,85:85,79:72,77:77,70:70,73:73,75:77,73:73,76:76,73:73,69:69,66:75,80:67,60:51,46:46,44:44,43:43,44:46,48:48,52:52,47:47,49:53,57:54,52:53,48:50,52:52,51:50,49:49,48:60,61:63,74:74,73:56,72:59,63:60,71:63,69:60,57:55,50:50,74:74,69:60,64:59,54:55,59:48,58:51,56:48,55:48,53:53,54:55,63:66,71:71,73:73,67:60,72:69,70:70,72:72,68:68,68:60,56
