id;pitch_bigrams_values
MichaelBrecker_DeltaCityBlues_FINAL.sv;64,63:65,64:66,65:57,54:67,66:53,52:66,68:68,69:63,65:71,68:68,66:63,60:52,51:58,57:59,58:61,63:73,71:63,62:72,70:69,68:70,68:68,67:62,60:56,58:59,61:65,67:69,70:70,72:75,73:59,56:63,61:54,53:62,63:62,59:61,65:64,68:69,67:67,65:68,70:66,62:56,59:60,57:51,53:58,62:62,65:61,57:57,56:57,59:58,59:60,61:67,69:63,66:71,73:64,61:56,54:52,49:56,52:58,54:61,58:65,62:67,64:68,71:66,64:72,75:70,69:53,58:58,55:65,66:58,61:71,69:75,74:74,72:68,68:54,56:62,66:62,61:76,75:70,71:54,58:61,66:57,55:53,55:63,64:64,66:55,57:69,71:73,75:56,61:61,64:61,59:59,57:49,52:54,59:59,64:64,62:58,56:69,72:73,72:60,56:56,53:59,60:60,62:64,65:68,64:64,69:69,73:63,67:70,70:65,63:61,62:66,67:65,60:51,47:59,54:57,53:60,59:70,66:71,70:73,70:61,56:70,67:55,53:55,58:65,61:64,64:69,66:65,55:57,60:72,65:65,59:66,63:63,59:62,64:54,63:54,52:52,50:50,48:48,44:44,59:51,54:54,57:57,62:49,53:53,49:49,55:55,49:49,56:52,58:62,67:54,50:50,49:49,47:47,46:46,58:57,61:65,69:75,77:77,75:53,50:50,53:55,56:56,57:60,64:64,60:52,57:55,52:52,48:48,65:65,68:68,65:60,65:67,70:59,62:66,61:66,69:72,71:55,64:47,65:53,62:75,76:70,73:66,71:71,66:67,62:55,51:47,51:51,44:44,44:44,51:51,56:52,56:59,63:63,58:66,59:68,61:66,70:62,58:56,67:63,73:73,76:60,67:65,65:59,68:66,60:63,70:72,73:67,71:71,72:72,69:69,65:67,63:60,63:60,58:58,53:53,69:67,73:73,77:77,76
MichaelBrecker_IMeanYou_FINAL.sv;67,65:69,67:69,70:72,69:65,60:64,67:63,65:65,69:65,64:67,69:70,69:60,64:62,65:58,55:61,63:72,72:65,63:64,65:69,72:65,67:67,64:64,62:60,62:62,64:64,60:63,62:72,70:62,61:65,62:62,60:58,60:74,72:69,65:60,67:65,65:64,63:59,56:51,53:71,69:57,58:57,53:61,59:55,56:56,58:58,59:59,61:63,64:70,67:71,70:68,71:70,72:67,66:63,59:52,59:64,61:67,63:73,72:61,58:53,58:60,59:64,68:58,57:68,67:66,65:60,57:70,66:66,61:71,72:70,71:59,57:56,57:66,63:59,55:49,53:53,59:61,65:60,69:55,57:58,62:53,49:53,55:55,51:53,52:52,51:59,63:63,58:65,66:66,64:62,58:55,64:59,58:69,66:68,66:69,68:72,71:70,68:57,52:52,55:72,73:59,60:57,62:71,63:63,68:66,69:67,70:70,70:60,56:46,45:61,64:57,55:55,54:54,52:49,51:67,72:77,74:55,49:59,51:51,52:59,54:54,54:54,50:50,65:69,55:57,51:51,60:72,74:56,51:53,71:64,66:66,57:64,64:72,77:77,76:76,75:75,73:58,53:49,56:56,49:53,44:44,51:51,44:44,46:46,46:46,51:51,55:55,48:48,53:58,63:63,57:51,48:48,47:47,51:56,53:51,56:56,59:66,67:70,62:64,69:63,61:57,60:72,76:76,77:77,70:63,73:65,71:55,58:73,70:59,64:62,57:63,70:70,73:73,71:69,74:74,71:67,67:64,74:74,77:77,72:65,59:55,53:53,48:48,46:45,44:44,50:50,53:53,54:54,58:56,52:65,61:51,50:50,49:49,47:47,46:45,49:60,61:72,67:72,65:71,73:73,75:75,71:63,66:65,74:66,62:51,58:57,59:62,63:72,75:75,74:69,64:62,69:58,66:55,63:63,60:60,58:52,53
MichaelBrecker_MidnightVoyage_FINAL.sv;63,65:65,63:65,67:62,60:72,70:62,63:70,68:63,60:68,67:67,63:63,62:67,65:67,66:59,62:68,70:67,68:60,63:65,66:66,65:63,61:60,59:63,67:70,73:73,72:70,67:71,70:75,77:64,63:62,65:70,70:60,58:60,62:77,75:74,75:65,65:66,63:65,64:70,69:66,67:70,71:55,57:73,75:63,66:74,72:54,55:60,69:69,68:69,71:65,62:57,62:68,72:68,65:65,60:66,69:61,62:70,72:67,67:58,60:66,70:75,74:61,65:51,54:54,58:72,74:55,59:75,73:55,60:61,63:53,51:69,67:62,58:58,57:55,63:67,69:64,62:66,68:71,62:63,55:65,68:67,62:69,66:63,58:64,67:66,64:62,61:62,64:58,53:55,56:56,58:71,72:72,71:61,60:58,61:63,59:67,72:72,75:75,65:67,75:75,66:59,63:52,55:67,70:70,66:75,75:65,55:66,66:65,70:70,65:60,53:51,53:51,55:55,48:48,51:51,73:73,74:58,58:57,56:56,54:71,67:60,60:60,65:62,70:58,56:56,72:58,64:64,65:53,55:69,69:69,65:61,56:56,53:53,63:60,66:66,60:60,61:68,71:71,65:59,58:58,54:54,54:54,53:53,52:52,51:63,64:62,71:71,71:69,70:69,64:66,62:62,59:77,74:75,71:67,55:69,72:74,74:72,69:62,45:45,52:59,49:49,52:59,54:54,46:46,51:58,51:61,53:53,44:44,51:51,56:56,49:49,53:53,56:56,59:61,59:59,56:56,55:62,55:72,67:67,64:64,68:68,66:57,55:58,75:66,73:73,70:59,68:75,70:53,58:75,76:76,71:68,63:60,75:75,72:63,63:58,55:55,53:53,54:55,54:57,59:59,61:64,66:68,69:71,73:72,68:58,65:60,55:55,62
MichaelBrecker_NakedSoul_FINAL.sv;68,67:70,68:70,72:67,65:65,63:70,69:71,70:58,60:72,70:60,58:56,53:62,64:62,60:68,70:66,65:60,59:56,58:58,56:69,70:72,73:69,68:65,62:72,71:63,65:65,67:67,69:70,71:64,62:64,66:62,61:63,62:59,58:60,63:67,68:61,59:63,60:69,71:71,73:60,60:73,71:68,65:53,55:63,64:65,64:58,55:60,62:58,53:68,66:75,72:74,72:63,61:61,60:68,63:57,58:60,61:61,64:64,67:71,72:53,51:51,53:58,57:61,63:66,67:67,66:64,63:65,66:66,68:73,76:73,75:64,65:73,72:53,56:71,68:63,68:59,63:55,56:54,56:66,70:65,61:60,65:62,63:67,70:48,51:51,56:57,59:53,52:53,54:72,74:62,67:69,69:69,60:63,59:63,58:58,63:56,52:56,51:61,62:55,50:51,54:55,58:65,60:67,62:76,70:53,48:51,48:71,69:59,56:58,68:61,56:74,77:69,72:55,53:54,57:59,61:66,69:69,66:59,57:57,54:54,53:75,73:67,72:72,69:66,61:54,58:52,51:65,68:72,76:76,79:79,80:70,75:76,75:76,71:71,76:76,69:75,77:77,75:72,75:51,57:73,74:60,72:60,70:70,70:68,68:67,60:59,70:60,57:63,56:56,62:62,53:51,50:50,51:57,61:52,56:51,52:52,54:60,74:70,65:50,58:56,57:57,60:59,65:59,64:57,51:54,55:58,59:59,60:63,63:53,68:48,53:53,58:53,60:55,57:51,58:67,64:64,60:52,58:53,62:63,70:70,74:74,74:77,79:79,62:62,69:69,62:62,70:70,67:53,50:50,54:66,64:52,50:50,53:74,71:71,66:65,71:62,68:59,62:62,57:57,56:56,60:53,67:67,79:79,79:79,75:75,71:71,63:72,65:61,68:56,54:54,65:59,54:53,44:44,47:47,51:56,59:55,59:74,73:58,64:64,73:69,78:78,72:80,79:79,76:76,72:72,68:75,79:80,78:78,76:71,74:77,76:75,74:70,66:60,53:69,64:64,71:71,53:68,71:75,64:64,72:72,61:61,69:69,58:58,66:66,55:55,63:63,52:52,60:68,69:63,46:46,49:49,51:57,55:59,52:52,63:63,66:65,69:69,67:70,73:73,69:68,72:79,74:74,75:75,69:53,66:55,51
MichaelBrecker_NeverAlone_FINAL.sv;70,72:67,68:71,70:63,66:72,70:74,72:70,67:68,67:72,71:67,70:56,58:58,60:63,65:68,70:60,62:72,74:65,67:54,57:72,73:60,58:53,56:65,68:67,63:70,68:67,65:61,60:62,63:73,72:68,71:58,59:64,62:58,61:62,60:70,69:75,74:65,63:60,63:62,65:63,60:60,56:62,64:64,65:63,61:60,61:69,68:66,64:51,54:59,62:63,59:59,63:66,62:66,63:66,68:68,73:67,69:69,67:63,58:59,58:49,53:56,63:70,70:70,66:62,66:62,59:59,56:56,54:54,56:73,71:50,54:57,58:58,54:54,55:69,70:74,70:67,62:75,77:73,74:66,70:70,75:70,60:65,72:58,51:51,53:53,55:55,56:65,64:64,67:67,60:61,68:68,61:61,54:57,62:66,69:69,74:71,69:68,66:64,63:61,51:54,59:62,57:57,66:67,67:58,53:53,48:48,44:44,56:56,53:53,49:73,75:75,72:56,59:62,58:61,62:70,63:66,46:46,51:51,50:54,50:50,51:55,57:66,67:58,55:55,54:57,63:68,72:70,65:68,63:56,62:62,67:58,67:71,67:71,75:77,78:78,79:79,77:77,76:76,77:77,75:74,75:74,73:72,67:63,47:47,51:51,56:56,49:58,66:70,46:46,52:52,50:57,59:59,64:61,58:55,58:59,61:61,64:65,70:70,71:71,73:70,74:74,71:66,65:63,62
MichaelBrecker_NothingPersonal_FINAL.sv;70,72:69,70:72,69:72,72:58,60:65,64:62,60:60,62:62,64:64,62:70,69:63,65:68,70:71,70:72,70:69,67:64,63:65,67:67,66:60,57:57,58:66,67:66,64:68,67:67,69:67,65:60,58:72,73:69,72:69,68:69,69:64,65:55,60:61,60:66,65:62,61:74,72:69,65:61,63:73,72:67,62:68,69:56,58:65,66:72,71:60,65:64,66:60,61:60,59:70,68:67,70:61,56:54,55:65,69:67,68:67,67:65,62:64,60:60,67:56,53:58,56:70,71:59,58:67,63:71,69:63,62:58,57:66,69:70,73:72,67:63,61:73,74:70,70:71,71:67,71:70,66:53,55:68,66:58,55:70,67:72,68:56,56:53,58:56,59:65,68:68,63:63,68:72,74:64,67:70,65:65,61:57,54:58,62:62,65:69,66:70,62:63,69:73,75:75,72:73,73:57,55:55,54:55,57:65,71:65,70:69,71:58,59:59,61:70,75:71,72:50,48:51,54:60,63:66,68:73,70:61,62:62,67:63,67:62,66:69,64:62,68:67,64:63,64:62,58:68,65:75,76:76,77:50,52:52,50:69,62:67,58:66,60:66,62:60,55:57,60:59,56:59,63:71,68:68,71:58,63:62,63:57,57:57,46:46,49:49,53:53,60:66,66:65,65:62,62:59,57:56,57:69,73:73,66:72,65:66,71:61,68:66,70:75,68:68,73:63,66:57,53:55,50:48,53:53,46:46,51:51,44:44,47:47,51:54,58:64,68:65,63:61,65:72,62:67,72:55,56:63,70:71,73:74,70:66,63:62,56:56,63:64,61:61,61:54,53:67,61:61,58:58,65:55,51:51,53:53,54:54,56:62,59:59,60:65,72:71,75:77,76:76,75:75,73:62,55:64,69:62,47:47,50:52,56:58,61:75,79:79,80:80,79:79,75:75,70:63,44:44,51:51,49:49,51:55,58:72,75:77,74:55,53:53,52:48,50
MichaelBrecker_Peep_FINAL.sv;63,65:65,67:67,68:68,67:65,64:67,65:64,63:62,63:62,60:60,59:65,62:67,69:61,63:67,66:66,65:63,62:72,70:53,58:52,51:69,67:71,69:65,63:53,52:69,71:70,67:51,55:58,60:56,55:62,59:70,68:63,61:61,58:67,70:59,57:60,63:55,56:55,57:60,62:61,60:68,70:59,58:58,55:51,53:58,62:65,61:70,72:56,58:60,61:59,56:51,48:59,62:63,67:71,67:70,69:70,73:69,70:55,59:45,51:55,53:55,54:53,51:59,55:57,62:59,60:66,67:69,68:50,54:53,56:62,61:53,55:62,65:57,53:57,58:58,59:57,55:50,53:64,65:55,60:56,59:67,72:58,56:56,53:73,72:67,71:64,62:57,59:58,61:72,71:71,70:55,51:58,57:71,72:58,53:53,50:63,66:62,58:54,50:46,50:75,79:79,80:68,72:54,53:46,45:63,64:67,64:71,73:64,69:66,64:54,57:63,60:70,71:72,68:63,59:56,61:73,70:73,71:70,65:48,53:55,58:57,56:62,67:59,61:59,54:47,51:80,79:79,75:72,67:60,55:67,67:60,65:61,53:64,66:73,74:62,66:45,45:50,55:62,64:61,65:58,63:73,75:75,71:76,72:61,66:66,70:73,73:68,66:61,57:72,73:69,65:60,57:60,58:65,66:58,65:61,59:61,62:62,57:51,45:52,46:54,58:68,71:71,75:69,72:72,75:67,63:53,54:54,62:48,46:45,55:64,67:64,60:60,56:55,55:48,68:72,60:65,71:65,45:45,65:65,46:46,63:53,57:57,60:67,73:74,71:66,57:62,54:57,50:54,52:52,48:48,45:45,52:52,50:50,50:55,52:52,53:56,60:60,64:68,65:51,49:49,46:46,55:71,76:76,79:79,76:63,55:53,59:65,60:53,46:45,53:71,64:66,71:69,62:67,60:64,58:63,56:60,53:59,52:52,55:57,51:51,64:67,45:60,66:66,61:64,61:72,74:74,73:65,70:67,62:66,63:59,69:62,71:55,62:51,57:57,47:66,62:55,65:58,54:50,46:46,46:50,52:55,47:55,44:44,46:46,48:48,52:54,46:51,52:51,50:50,47:54,51:51,46:63,70:80,45:55,50:50,51:59,63:75,76:68,45:48,50:74,70:79,81:81,78:78,80:75,72:70,66:80,81:81,82:82,67:72,69:68,63:60,67:61,56:56,64:58,52:52,61:51,63:63,69:75,78:78,79:70,75:75,73:66,69
MichaelBrecker_SongForBilbao_FINAL.sv;72,72:62,64:72,70:65,62:70,72:69,72:60,62:62,65:65,64:64,62:53,51:58,55:62,58:72,69:64,65:64,67:70,67:65,63:63,60:67,63:67,69:62,60:52,60:67,72:60,65:63,65:67,62:66,62:72,68:68,72:82,81:62,61:59,58:51,48:72,73:67,66:66,65:64,63:69,65:65,67:69,67:67,65:71,72:72,71:69,70:72,67:76,77:56,53:81,82:60,59:55,54:54,53:73,74:74,72:65,66:60,58:58,54:51,53:51,52:65,70:67,67:63,67:65,61:61,67:63,69:71,70:70,70:70,69:55,64:58,62:62,63:61,62:57,60:58,60:61,65:65,69:62,59:72,61:77,76:76,76:76,72:81,79:79,79:62,66:58,56:51,44:55,60:58,53:53,50:50,55:55,52:61,59:59,60:54,52:52,53:48,46:46,51:48,53:53,54:48,52:72,62:67,70:63,61:61,60:64,60:60,69:70,65:65,71:71,71:69,71:62,67:67,64:54,54:54,58:65,68:68,67:55,57:57,55:54,57:60,57:57,58:60,61:72,74:74,69:73,67:72,63:63,72:62,72:61,72:68,69:72,76:69,77:77,79:79,82:79,75:75,76:76,70:59,55:55,65:55,62:63,62:60,56:53,58:44,51:44,46:46,68:72,46:46,53:60,64:65,60:70,74:74,76:77,78:78,79:79,80:80,81:81,81:79,76:70,68:68,65:53,57
SonnyRollins_Airegin_FINAL.sv;65,63:60,61:61,60:67,65:64,65:68,67:58,56:61,58:65,64:67,68:60,58:63,61:56,55:63,65:65,66:55,56:55,53:64,63:66,65:58,59:58,60:63,60:68,65:59,58:66,67:55,58:56,58:65,68:65,61:60,63:66,64:56,57:57,58:64,67:67,64:63,62:58,55:58,65:53,52:52,55:60,59:63,66:64,60:61,63:58,62:65,62:62,61:67,70:57,60:53,55:67,66:69,68:65,60:58,67:57,66:58,61:65,67:65,65:61,62:70,68:59,60:66,61:66,68:65,58:58,66:60,57:59,64:62,65:65,69:69,67:62,58:56,52:58,64:68,64:59,63:63,67:55,57:61,59:54,52:52,53:60,56:72,72:72,70:63,58:68,69:61,61:62,60:58,57:57,56:68,72:70,67:61,65:60,55:53,65:58,63:67,67:67,71:71,64:63,64:64,66:66,63:63,54:54,55:67,58:63,57:62,63:52,56:61,55:55,55:55,67:59,61:62,67:67,59:53,54:58,58:68,70:70,72:70,70:68,68:61,57:57,67:60,66:62,69:62,68:56,68:62,64:67,61:56,59:60,64:68,71:71,72:72,67:61,53:63,63:57,54:54,53:53,51:51,53:55,60:55,54:52,49:49,51:51,51:51,55:61,64:60,65:72,66:61,68:59,67:55,52:65,57:69,70:70,64:62,57:56,67:60,72:72,59:59,65:64,61:56,53:53,53:53,58:65,59:59,59:70,69:68,66:59,57:61,67:67,69:52,60
SonnyRollins_BlueSeven-1_FINAL.sv;62,63:63,62:55,53:65,67:64,65:65,60:60,56:56,55:61,62:62,60:60,61:67,68:68,68:55,56:67,65:63,65:56,53:60,62:58,55:53,55:56,60:63,61:64,67:67,64:65,63:61,57:53,56:55,59:67,63:63,60:62,65:60,59:53,52:55,58:68,64:51,53:58,60:61,63:62,58:62,59:58,53:53,61:61,65:72,73:65,61:57,56:63,67:60,55:59,58:55,57:57,55:54,55:58,62:61,58:58,56:55,60:68,70:65,68:67,71:71,74:60,65:70,69:69,68:60,58:53,48:65,65:67,67:56,58:62,64:66,67:66,62:56,54:60,63:59,60:68,62:56,67:53,58:65,69:69,72:73,69:69,61:57,60:56,57:59,63:65,64:64,63:59,62:52,48:48,54:55,48:48,56:55,46:46,56:60,67:65,62:56,61:61,55:60,68:70,68:68,65:64,64:64,62:63,55:59,67:74,60:68,72:72,76:76,72:72,68:68,67:65,70:52,55:48,51:51,50:50,48:48,46:46,45:45,55:48,44:44,49:49,51:57,58:67,69:69,56:64,61:55,51:51,51:51,60:61,60:60,57:57,53:53,50:50,46:46,53:68,63:63,64:53,54:54,64:61,56:56,69:69,70:70,70:70,66:67,66:58,57:58,61:57,65:70,72:72,74:74,72:72,70:68,60:60,64:53,63:59,56:56,62:63,66:74,71:71,72:72,71:71,67:67,70:70,67:68,69:69,65:62,72:73,74:74,68:58,63:56,59:59,65:65,66:62,61:63,56:60,53:59,55:55,50:50,51:63,58:58,54:54,56:54,60:52,51:53,53:53,49:49,47:47,46
SonnyRollins_BlueSeven-2_FINAL.sv;65,68:68,65:64,65:68,70:69,68:58,64:65,64:61,58:63,67:53,56:68,69:72,68:64,62:62,61:70,72:67,63:72,73:73,72:70,68:65,58:68,67:71,74:74,71:68,72:72,65:72,72:60,61:56,60:60,60:65,71:71,72:68,58:58,65:72,74:74,72:72,70:70,71:71,69:68,57:57,60:60,63:63,65:65,66:66,62:62,59:59,58:58,57:57,56:56,67:67,70:73,70:65,63:63,61:58,55:55,60:60,56:56,55:55,53:56,53:53,48:48,44:44,66:66,68:67,55:55,59:59,63:67,71:71,67:63,69:69,70:70,69:69,65:67,65:65,73:65,65:70,65:70,60:61,65:58,61:61,63:63,53:60,53:56,58:58,63:67,60:61,59:59,56
SonnyRollins_BlueSeven-3_FINAL.sv;67,65:56,53:53,56:60,61:61,72:65,60:60,56:68,65:56,67:72,60:58,56:62,65:72,70:67,68:62,56:56,56:56,58:57,56:59,62:65,66:56,55:53,57:72,69:70,72:66,67:67,70:70,73:67,69:65,63:63,62:62,63:61,62:70,68:65,68:65,67:68,67:67,53:64,64:62,62:58,57:56,57:53,60:60,58:53,53:53,54:54,59:66,61:61,59:59,58:55,49:49,53:57,61:61,65:65,69:69,72:69,70:69,65:65,61:61,57:57,66:55,53:53,55:55,67:73,74:74,70:70,63:63,70:70,75:75,74:74,72:70,71:71,70:70,67:69,67:62,58:58,61:63,67:73,70:68,70:65,64:64,63:63,60:60,67:56,50:50,67:67,60:70,66:66,68:65,53:57,60:60,57:57,58:58,59:65,62:63,65:69,71:71,74:74,71:71,72:72,75:75,71:71,67:68,69:69,68:68,64:64,60:60,64:64,61
SonnyRollins_I'llRememberApril_AlternateTake2_FINAL.sv;67,62:61,62:57,55:62,67:69,68:67,66:62,55:62,60:57,54:59,57:55,54:66,67:55,58:62,58:58,57:63,61:54,57:66,69:71,70:62,64:67,69:55,61:60,62:58,62:64,63:60,59:54,55:66,62:62,59:68,67:70,69:69,66:58,59:65,67:62,65:60,57:53,55:53,52:52,51:65,64:66,64:64,62:59,62:68,71:70,71:69,67:71,69:58,60:51,53:63,64:60,58:59,58:62,66:61,57:68,66:57,56:66,63:64,60:55,59:59,60:67,70:70,72:72,73:73,72:62,69:69,62:70,66:56,59:64,65:65,66:62,61:64,66:55,55:65,62:62,63:63,60:57,58:63,62:69,65:61,59:59,61:61,63:63,66:60,64:55,57:58,55:64,67:72,70:67,71:57,52:66,65:58,61:51,49:49,50:66,68:55,62:59,55:55,65:57,53:55,50:50,53:54,53:53,51:51,50:50,58:57,59:58,65:65,69:65,63:57,61:61,64:64,68:64,61:54,63:56,58:57,60:66,57:57,64:67,68:69,71:69,60:73,60:60,71:71,67:64,58:52,70:65,74:74,76:76,70:71,74:74,73:72,71:71,68:68,69:60,63:63,67:70,67:67,63:59,53:53,54:54,56:56,53:55,51:51,48:48,51:54,52:52,53:50,63:55,64:52,66:55,56:63,59:59,68:62,57:71,65:62,70:70,74:74,71:69,70:68,70:58,54:54,70:69,63:63,65:65,58:59,65:59,56:56,57:57,65:55,53:50,66
SonnyRollins_Playin'InTheYard-1_FINAL.sv;55,58:58,55:65,67:67,65:70,67:60,58:53,55:65,62:62,60:58,60:60,55:50,53:62,65:60,62:55,53:67,70:53,50:71,72:72,70:62,55:64,62:55,60:58,53:55,50:61,60:62,64:55,55:64,65:57,58:62,61:67,66:66,67:67,71:55,71:48,50:67,62:58,57:65,64:65,65:58,58:71,64:53,48:55,62:58,70:58,64:67,67:60,57:58,62:50,62:70,65:55,61:50,65:67,61:55,52:52,55:55,67:58,61:61,62:55,54:54,55:50,55:53,53:50,48:50,69:69,70:55,65:67,55:67,72:72,73:73,70:72,72:70,71:65,72:72,74:74,67
SonnyRollins_Playin'InTheYard-2_FINAL.sv;60,62:58,60:64,62:60,58:67,65:58,55:65,62:62,64:55,58:62,60:55,57:57,55:67,69:69,67:55,53:53,55:65,67:62,65:67,70:69,70:70,67:59,62:55,60:62,59:59,55:55,64:62,67:67,64:70,69:50,53:72,67:67,67:62,61:61,60:60,59:62,55:55,52:52,55:62,58:57,59:64,59:59,60:70,70:70,65:62,62:62,69:67,62:65,65:62,54:54,58:55,50:53,48:48,50:70,72:65,60:60,67:67,72:72,73:73,74:74,72:69,72:72,70:65,64:64,65:60,65:65,69:64,67:67,55:62,57:57,57
SonnyRollins_St.Thomas-1_FINAL.sv;65,64:50,55:55,48:55,50:67,65:48,55:64,62:55,52:62,60:64,65:64,67:59,60:52,55:53,57:55,53:57,55:69,67:68,67:56,57:57,60:54,55:60,55:62,64:68,69:60,62:55,59:60,64:62,61:70,68:58,56:53,52:60,65:64,60:71,69:65,67:62,59:65,65:55,55:59,62:62,65:61,64:55,56:57,53:52,53:56,54:57,59:65,62:63,64:64,55:55,58:67,66:66,65:60,59:60,57:67,60:66,67:55,49:49,55:65,61:58,55:63,59:59,61:61,58:58,62:72,70:70,69:67,68:69,65:62,67:67,70:55,62:60,58:60,60:65,66:60,67:69,71:67,71:67,69:60,68:69,68:64,58:53,50:64,53:60,63:59,56:48,65:65,52:57,54:48,57:61,65:62,63:65,63:63,62:58,57:52,57:67,72:59,64:65,69:64,54:60,70:70,71:64,70:70,64:64,73:73,76:76,74:74,73:73,73:73,74:74,72:72,69:71,68:67,62:61,60:59,58:52,50:50,56:55,57:67,59:57,56:56,55:52,62:59,55:55,61:58,54:54,50:50,60:59,57:52,66:66,68:68,71:71,70:69,70:69,64:65,57:57,64:53,55:52,46:46,45:45,56:53,48:48,44:44,56:56,60:67,64:71,72:72,71:69,66:55,63:64,64:56,58:62,69:69,72:70,65:61,63:56,67:65,70:68,63:61,55:55,60:65,60:65,72:72,68
SonnyRollins_St.Thomas-2_FINAL.sv;69,67:72,71:71,69:71,72:65,64:69,71:67,69:64,62:64,67:59,60:60,65:67,65:64,65:55,53:67,64:62,63:63,60:60,64:65,63:62,61:61,64:67,70:64,60:62,59:65,60:62,64:65,67:60,59:62,60:55,57:57,60:68,69:69,65:53,52:70,69:60,62:63,64:61,62:67,66:66,63:59,56:59,62:60,55:60,63:67,71:70,67:62,67:67,59:60,57:56,58:58,56:56,55:71,70:60,67:67,60:62,65:65,62:55,56:68,72:56,57:53,55:64,63:65,55:57,59:63,59:61,60:63,66:66,67:63,65:74,73:67,68:57,54:54,56:52,62:59,68:60,60:61,57:57,64:64,61:69,68:68,55:56,65:65,59:60,66:66,68:57,53:57,62:59,61:62,69:69,72:71,67:64,59:70,64:63,68:68,62:60,61:69,62:62,57:65,69:60,58:57,55:52,55:52,58:58,62:55,65:64,55:55,61:63,61:65,66:66,65:63,71:70,74:74,76:76,75:75,74:73,69:69,74:73,61:65,68:72,69:67,62:60,72:72,70:63,67:67,58:58,68:58,60:53,54:54,57:56,54:54,55:55,48
SonnyRollins_TenorMadness_FINAL.sv;62,58:63,62:58,62:65,63:62,65:70,67:58,58:65,67:72,70:57,58:65,62:67,65:62,63:58,55:55,53:70,70:67,70:58,53:58,61:61,58:55,58:67,68:65,64:63,61:60,57:65,65:62,67:63,65:70,72:69,67:64,65:61,62:62,62:58,65:58,57:67,69:67,63:62,60:57,53:53,50:63,63:53,55:70,69:67,64:70,66:66,65:64,63:63,58:63,60:62,59:61,63:68,66:65,60:60,58:51,50:63,67:74,72:58,63:58,60:55,51:51,53:59,60:60,59:53,58:61,61:69,70:60,65:61,57:53,60:58,67:53,56:56,59:59,58:58,56:56,55:52,53:55,52:68,70:68,65:65,70:53,48:54,58:72,69:54,55:58,64:67,72:68,67:55,56:50,51:50,50:66,67:64,64:64,62:68,64:64,67:56,58:53,51:67,66:62,70:60,63:66,61:57,54:64,61:60,60:57,55:53,61:50,55:55,55:53,46:46,58:59,62:67,62:65,66:66,62:61,65:65,61:53,52:52,52:50,56:56,70:70,68:67,54:54,68:66,68:48,48:48,44:44,55:48,51:50,61:61,59:59,54:55,70:69,72:67,67:69,69:69,63:62,55:60,56:56,54:55,62:66,74:70,65:64,70:70,64:63,74:53,57:56,52:52,55:51,49:49,50:50,49:49,61:61,66:72,73:73,73:73,69:60,62:60,55:55,57:51,58:57,56:63,57:60,61:61,55:65,58:59,56:50,57:66,64:66,66:72,74:74,74:69,68:67,61:61,72:63,72:69,65:70,71:71,68:65,69:65,57:55,59:59,63:69,66:59,55:52,60:56,57
SonnyRollins_TheEverywhereCalypso-1_FINAL.sv;57,55:52,55:69,67:55,60:67,64:55,52:64,67:60,64:67,69:55,55:60,55:64,65:55,53:55,57:65,62:59,57:64,62:62,62:62,65:62,59:69,66:66,67:64,60:48,52:57,57:53,57:65,60:53,50:65,69:53,53:62,60:60,60:60,59:53,52:53,55:47,48:64,64:59,59:57,62:53,48:52,53:52,48:62,61:57,53:50,47:62,64:66,69:54,57:49,52:48,53:50,53:52,57:59,60:69,64:61,58:48,50:50,52:52,50:72,69:69,65:60,65:67,65:50,48:61,64:64,69:67,60:60,69:67,66:55,54:55,49:65,64:60,53:55,58:52,49:67,62:58,57:50,55:55,47:53,64:55,48:48,55:67,72:59,55:55,59:57,61:61,62:52,52:47,47:59,62:62,57:69,69:64,61:65,67:57,59:69,72:65,63:63,64:55,62:67,54:54,55:58,54:49,50:57,52:57,50:47,55:57,54:54,60:48,57:61,61:61,57:60,52:60,62:48,48:48,47:47,50:48,64:58,52:67,67:67,71:71,72:72,71:71,68:68,69:67,68:68,65:62,69:57,64:72,72:72,70:70,71:71,67:69,71:71,69:67,70:70,73:73,70:70,67:58,55:55,64:62,55:55,69:59,67:65,66:64,66:66,60:65,59:67,61
