Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,(Normalised) Trill Speed
Trill145.wav,35,76,E With octave key,1010110000000_1100000000,89,High F (side),1000000000111_0000000100,0.9357258773133659
Trill146.wav,27,70,Bb Without octave key (Bis key),0011100000000_0000000000,71,B Without octave key,0010000000000_0000000000,3.1836780475130975
Trill147.wav,33,65,F Without octave key,0010110000000_1000000000,87,High Eb,1000000000011_0000000000,1.6932971743432745
Trill148.wav,35,78,F# With octave key (main),1010110000000_0100000000,89,High F (side),1000000000111_0000000100,1.394851429986055
Trill149.wav,35,78,F# With octave key (Chromatic),1010110000000_1001000000,89,High F (side),1000000000111_0000000100,1.6342388238694618
Trill150.wav,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,5.354655983840997
Trill151.wav,33,64,E Without octave key,0010110000000_1100000000,87,High Eb,1000000000011_0000000000,1.7368618332528099
Trill152.wav,34,78,F# With octave key (main),1010110000000_0100000000,88,High E,1000000000011_0000000100,1.8544284908488775
Trill153.wav,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,6.00490798457809
Trill154.wav,27,70,Bb Without octave key (side key),0010100000000_0000000001,71,B Without octave key,0010000000000_0000000000,5.168464118609356
Trill155.wav,34,79,G With octave key,1010110000000_0000000000,89,High F (side),1000000000111_0000000100,1.8438953538134748
Trill156.wav,27,68,G# Without octave key (default),0010111000000_0000000000,69,A Without octave key,0010100000000_0000000000,5.100278094150489
Trill157.wav,35,77,F With octave key,1010110000000_1000000000,88,High E,1000000000011_0000000100,2.298633815089216
Trill158.wav,31,75,Eb With octave key,1010110000000_1100110000,88,High E,1000000000011_0000000100,1.8000606556628567
Trill159.wav,34,80,G# With octave key (default),1010111000000_0000000000,89,High F (side),1000000000111_0000000100,1.7860202089656627
Trill160.wav,26,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,4.815078351786472
Trill161.wav,26,64,E Without octave key,0010110000000_1100000000,66,F# Without octave key (Chromatic),0010110000000_1001000000,1.8971871989793585
Trill162.wav,-1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,3.651352795055042
Trill163.wav,32,59,Low B,0010110010000_1100101000,80,G# With octave key (default),1010111000000_0000000000,1.7492987035986578
Trill164.wav,34,80,G# With octave key (default),1010111000000_0000000000,88,High E,1000000000011_0000000100,1.9714248087052055
Trill165.wav,27,70,Bb Without octave key (side key),0010100000000_0000000001,70,Bb Without octave key (Bis key),0011100000000_0000000000,-0.012877703067122947
Trill166.wav,34,79,G With octave key,1010110000000_0000000000,88,High E,1000000000011_0000000100,1.7537842416851694
Trill167.wav,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000,1.6240021421279367
Trill168.wav,36,61,Low C#,0010110100000_1100101000,81,A With octave key,1010100000000_0000000000,1.875853673803429
Trill169.wav,36,60,Low C,0010110000000_1100101000,81,A With octave key,1010100000000_0000000000,1.548754192896202
Trill170.wav,29,61,Low C#,0010110100000_1100101000,85,C# With octave key,1000000000000_0000000000,1.583373939118256
Trill171.wav,26,66,F# Without octave key (Chromatic),0010110000000_1001000000,68,G# Without octave key (default),0010111000000_0000000000,3.664052569509307
Trill172.wav,27,72,C Without octave key,0000100000000_0000000000,73,C# Without octave key,0000000000000_0000000000,6.124158989645464
Trill173.wav,26,62,D Without octave key,0010110000000_1100100000,65,F Without octave key,0010110000000_1000000000,6.270118783611336
Trill174.wav,27,69,A Without octave key,0010100000000_0000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000,5.863165309879854
Trill175.wav,28,61,Low C#,0010110100000_1100101000,89,High F (front),1100100000000_0000000000,1.0610565925226403
Trill176.wav,36,58,Low Bb,0010110001000_1100101000,78,F# With octave key (main),1010110000000_0100000000,1.7436304936569882
Trill177.wav,29,60,Low C,0010110000000_1100101000,84,C With octave key,1000100000000_0000000000,1.4019985017972765
Trill178.wav,33,64,E Without octave key,0010110000000_1100000000,86,High D,1000000000001_0000000000,1.6567251048078382
Trill179.wav,34,78,F# With octave key (Chromatic),1010110000000_1001000000,88,High E,1000000000011_0000000100,1.9688491567153803
Trill180.wav,36,60,Low C,0010110000000_1100101000,80,G# With octave key (default),1010111000000_0000000000,1.6839729746495804
Trill181.wav,31,75,Eb With octave key,1010110000000_1100110000,89,High F (side),1000000000111_0000000100,1.6151651927130626
Trill182.wav,33,66,F# Without octave key (main),0010110000000_0100000000,87,High Eb,1000000000011_0000000000,1.8091909541583617
